,Titulo,Data,Cluster
7667,"buscan eugenio schneider , empresario argentino desapareció uruguay hace do días",2021-10-23,2
7682,move lateral flow test travel begin today ( 24 october ),2021-10-24,2
7687,altered red blood cell process may contribute lupus ...,2021-10-24,2
7686,switzerland 's zurich airport receives world travel award for ...,2021-10-24,2
7685,iceland best pension system world spain fails make top 20,2021-10-24,2
7688,"cook like spaniard , eat croquetas be merry",2021-10-24,2
7683,sheep replace car cross madrid route winter pasture,2021-10-24,2
7681,eu recovery fund : spain transform economy ?,2021-10-24,2
7684,pedro sánchez `` volvería confinar '' toda población : `` salvó medio millón vidas '',2021-10-24,2
7679,pensiones enfermedades crónicas argentina : saber,2021-10-24,1
7678,maría conchita alonso arremetió gustavo a. infante vacunas covid-19,2021-10-24,2
7677,el director general oms dijo pandemia terminará `` cuando mundo elija acabarla '',2021-10-24,2
7676,el conmovedor relato carmen barbieri tras recuperarse coronavirus : “ casi muero ”,2021-10-24,0
7675,vacunación covid-19 : ¿qué día inoculados tercera dosis adultos mayores 65 años ?,2021-10-24,2
7674,coronavirus argentina : cuántos casos muertes hoy 24 octubre,2021-10-24,0
7680,más 600 casos salmonella afectan principalmente ...,2021-10-24,2
7708,greenpeace label murcia-owned pig farm andalusia ...,2021-10-25,2
7707,why bulgaria romania failed covid mission,2021-10-25,2
7706,covid hit life expectancy switzerland - swi swissinfo.ch,2021-10-25,2
7705,"vaccines could reduce chance getting long covid , uk study ...",2021-10-25,2
7704,covid-19 's impact excess mortality 2020 varied widely across europe,2021-10-25,2
7703,first dates | adrián : “ ese vestido pondría yo ”,2021-10-25,2
7702,spain 's air traffic surpass pre-pandemic figures during ...,2021-10-25,2
7701,beijing marathon postponed due surge covid case,2021-10-25,2
7700,mother loses custody child living 'empty spain ',2021-10-25,2
7699,number covid-19 infection spain hit 5 million,2021-10-25,2
7697,covid-19 : comenzaron entregar credenciales ...,2021-10-25,2
7696,funcionarios viajaron entre ríos santa cruz ...,2021-10-25,2
7695,el ministerio obras públicas sigue fortaleciendo red ...,2021-10-25,2
7694,perú país muertes covid-19 millón persona mundo : supera brasil estados unidos,2021-10-25,2
7693,ed sheeran contagió coronavirus lanzamiento nuevo disco,2021-10-25,0
7692,la pérdida memoria efecto secundario covid-19,2021-10-25,2
7691,no va poder entrar estados unidos requisitos,2021-10-25,2
7690,eeuu reveló reglas ingresar país partir 8 noviembre,2021-10-25,2
7689,analizan aprobación antiviral oral tratamiento ...,2021-10-25,2
7698,la familia argentino hallado vida cancún aseguró ...,2021-10-25,1
7721,number covid-19 infection spain hit 5 million,2021-10-26,2
7722,us travel restriction international visitor : which covid-19 vaccine accepted ? are exception ?,2021-10-26,2
7723,"spain tightens entry restrictions greece , denmark ...",2021-10-26,2
7720,valencia health chief concerned rise coronavirus infection among tourist benidorm,2021-10-26,0
7725,empiezan vacunaciones niños menores edad ...,2021-10-26,2
7726,how pandemic changed barcelona ’ s restaurant scene,2021-10-26,2
7727,la comisaria cohesión reformas recoge premio ...,2021-10-26,1
7728,"vaccines winning battle covid , say expert",2021-10-26,2
7719,update : what need know getting covid-19 ...,2021-10-26,2
7724,passport stamp scan ? what foreigner spain 's border ...,2021-10-26,2
7717,vizzotti participó acto apertura xxi congreso ...,2021-10-26,2
7709,el gobierno anunció aplicación tercera dosis ...,2021-10-26,2
7710,tercera dosis vacunas covid argentina confirmada : quiénes recibirán cuándo,2021-10-26,1
7711,vacunas covid-19 : diferencia tercera dosis dosis refuerzo,2021-10-26,2
7712,nicolás gonzález positivo en coronavirus,2021-10-26,0
7718,"estados unidos vacunas : nuevas reglas entrar país noviembre , argentinos quedan afuera",2021-10-26,2
7714,"alarma selección argentina : nicolás gonzález , positivo coronavirus",2021-10-26,0
7715,vizzotti : “ argentina pudo fortalecer sistema salud ...,2021-10-26,1
7716,"vacuna covid : uno , grupos riesgos recibirán tercera dosis argentina",2021-10-26,1
7713,un caso coronavirus jugadores selección argentina,2021-10-26,0
7740,se prorroga me 100 % aforo estadios la liga 80 % acb,2021-10-27,1
7747,gas price surge push europe 's ceramic industry ...,2021-10-27,2
7746,spanish rail reveals plan high-speed london paris link,2021-10-27,2
7745,study sars-cov-2 antibody seroprevalence among domestic cat,2021-10-27,2
7744,"second state alarm also unconstitutional , say spain 's ...",2021-10-27,2
7743,jean-laurent casanova : `` todo mundo debería tener dosis refuerzo . así simple '',2021-10-27,2
7742,los casos covid disparan benidorm mano ...,2021-10-27,2
7741,finger pointed uk tourist benidorm covid case spike,2021-10-27,2
7739,spain offer pfizer moderna booster shot recipient single-dose janssen vaccine,2021-10-27,2
7748,"no , national institutes health approved ...",2021-10-27,2
7737,"personas antecedentes cáncer , mayor riesgo complicaciones covid",2021-10-27,2
7729,coronavirus argentina : subieron casos insinúa ola ascendente contagios menos muert,2021-10-27,0
7730,arribó país embarque 936.000 vacunas pfizer ...,2021-10-27,2
7731,tercera dosis vacunas covid fecha provincia buenos aires : quiénes toca cómo hacer,2021-10-27,2
7732,minsa : incremento hospitalizados covid-19 causa alarma población,2021-10-27,2
7738,méxico reporta 386 nuevas muertes 4.797 nuevos casos coronavirus,2021-10-27,0
7734,minsa inicia hoy vacunación enfermedades “ no covid ” menores 5 años,2021-10-27,2
7735,se presentó informe accidentabilidad 2020 baja ...,2021-10-27,2
7736,"viviendas realicen fiesta 31 octubre intervenidas , advierte pnp",2021-10-27,2
7733,un acuerdo licencia voluntaria permitirá acceso mundial ...,2021-10-27,2
7759,delta plus variant : the coronavirus strain spanish expert alert,2021-10-28,0
7767,el lío vacunas covid menstruación : ¿están relacionadas trastornos ?,2021-10-28,2
7766,the problem with vaccinated travel lanes,2021-10-28,2
7765,etc survey : europeans eager travel next 6 months ...,2021-10-28,2
7764,spain planning launch high-speed train service london paris,2021-10-28,2
7763,covid booster shot : experts share advice give friend family,2021-10-28,2
7762,"ponzano , santa engracia ... la lista terrazas covid madrid desaparecerán 2022",2021-10-28,1
7761,where buy best bread spain ( and best ...,2021-10-28,2
7760,spain ban sugary food drink ad targeting kid,2021-10-28,2
7768,colorful images make the sars-cov-2 virus look less threatening,2021-10-28,2
7758,aseguran covid-19 aceleró resistencia medicación,2021-10-28,2
7756,fuerte alza incidencia contagios alemania suben hospitalizaciones covid,2021-10-28,2
7755,investigan crearon pase covid válido nombre adolf hitler,2021-10-28,2
7754,la visión covid-19 científicas creó vacuna astrazeneca,2021-10-28,2
7753,apertura fronteras : aeropuerto salta paso fronterizo ...,2021-10-28,2
7752,lollapalooza 2022 argentina : line completo,2021-10-28,1
7751,"misiones : error , do bebas 4 me vacunadas coronavirus",2021-10-28,0
7750,"desde 1° noviembre , podrán ingresar reino unido argentinos vacunados país do dosis astrazeneca , pfizer , moderna j & j",2021-10-28,2
7749,qué sabemos tercera dosis stock vacunas ...,2021-10-28,2
7757,hospitalización niños adolescentes covid-19 aumentó 42 % semana,2021-10-28,2
7781,two unvaccinated women die in murcia : covid update ...,2021-10-29,2
7782,valencia : capital turismo inteligente 2022,2021-10-29,2
7783,fda authorizes pfizer-biontech covid-19 vaccine ...,2021-10-29,2
7780,scotland 's covid certificates accepted eu,2021-10-29,2
7785,meps urge eu impose new rules legal labour ...,2021-10-29,2
7786,pupils urged take covid-19 test returning school ...,2021-10-29,2
7787,iceland shortens quarantine period all incoming ...,2021-10-29,2
7784,tedros adhanom ghebreyesus set stay who chief,2021-10-29,2
7779,eu countries now recognise uk 's nhs covid pass as ...,2021-10-29,2
7788,dionisio martínez ( dräger ) gana premio ceo año categoría acción social,2021-10-29,2
7777,reino unido libera trabas covid turistas argentinos : vacunas aceptan,2021-10-29,2
7769,coronavirus argentina : cuántos casos muertes hoy 29 octubre,2021-10-29,0
7770,europa habilita ingreso argentinos vacuna ...,2021-10-29,2
7771,"covid-19 : consejo incluye argentina , colombia ...",2021-10-29,2
7772,"los argentinos pueden entrar unión europea cualquier vacuna incluso ninguna dosis ,",2021-10-29,2
7778,a partir 16 noviembre 100 % aforo eventos masivos aire libre,2021-10-29,2
7774,el ministerio salud realizó anuncios habilitaciones ...,2021-10-29,2
7775,“ meta cumplida ” : méxico concluyó vacunación covid-19 mayores 18 años,2021-10-29,2
7776,"semáforo covid-19 : méxico pinta verde , menos bc , guanajuato aguascalientes",2021-10-29,2
7773,"uruguay comprará 3,7 millones vacunas pfizer covid-19 aplicar terceras dosis inmunizar turistas",2021-10-29,2
7808,morocco pressure spain keeping ceuta melilla border closed,2021-10-30,2
7807,spain denies entry elderly british woman missing 'exit stamp ' passport,2021-10-30,2
7806,"english speaking couple steal £262,000 bottle wine spanish restaurant",2021-10-30,2
7805,cirque du soleil back road new date announced spain tour 2022,2021-10-30,2
7804,"man , 55 , killed gored bull annual festival spain",2021-10-30,2
7803,"spain ban chocolate , ice cream ad targeting kid ...",2021-10-30,2
7802,"haemorrhoids need pain rear , claim satisfied customer non-invasive treatment",2021-10-30,2
7800,india ready make 5 billion covid vaccine dos end next year : pm modi,2021-10-30,2
7799,la palma volcano survivor shaken determined rebuild,2021-10-30,1
7801,greece ends travel ban 4 third countries & extends ...,2021-10-30,2
7797,el g20 homenajeó personal médico primera línea covid-19 prometió vacunar 70 % población mundial 2022,2021-10-30,2
7789,vacunas turistas : cuántas dosis laboratorios ofrecería argentina,2021-10-30,1
7790,coronavirus argentina : confirmaron 812 contagios 7 fallecidos 24 horas,2021-10-30,0
7791,científicos buscan persona genéticamente resistentes covid-19,2021-10-30,2
7792,"covid-19 : perú aplicado 34 millones 381,605 dosis vacuna",2021-10-30,2
7798,el ministerio economía entregó premios mecon,2021-10-30,2
7794,"covid-19 : quizá nunca conoceremos verdadero origen coronavirus , según informe inteligencia ee.uu .",2021-10-30,2
7795,"el reclamo máximo kirchner fmi , mientras alberto reunido kristalina georgieva",2021-10-30,2
7796,los hospitales públicos france alertan cierre camas falta personal,2021-10-30,2
7793,"españa levanta restricciones viaje argentina , colombia perú",2021-10-30,1
7819,bull run tourist gored death first since covid restriction ease,2021-10-31,2
7827,poland recognices covishield vaccine valid proof ...,2021-10-31,2
7826,british woman denied entry spain unlucky passport error,2021-10-31,2
7825,valencia named european capital smart tourism 2022 ...,2021-10-31,2
7824,en rumanía uci crítico rusia dejan ...,2021-10-31,2
7823,spain is now safest eu destination : here 's what you ...,2021-10-31,2
7822,"pm modi , spanish counterpart hold `` fruitful '' talks in italy to deepen ties",2021-10-31,2
7821,man dy gored spanish bull-running festival,2021-10-31,2
7820,man dy spain gored bull run,2021-10-31,2
7828,cyprus & greece considered world 's best places buy ...,2021-10-31,2
7818,asistencias viajero : gran ganador po pandemia ...,2021-10-31,2
7816,carta poder simple : cómo redactar información debe tener legal,2021-10-31,2
7809,covid-19 : se prevee llegarán 13 millones vacunas perú,2021-10-31,2
7810,premio investigación : vitamina d severidad covid-19 .,2021-10-31,2
7811,"comunicado final g20 : cumbre concluyó apuesta multilateralismo , recuperación covid-19 lucha cambio climático",2021-10-31,2
7817,63.000 persona visitaron museos institutos nacionales ...,2021-10-31,2
7813,"dentro catastrófica cuarta ola covid-19 rusia : muertes récord , campaña fallida vacunación falta confianza médicos",2021-10-31,2
7814,proyecto pais : “ buscamos federalizar secuenciación ...,2021-10-31,2
7815,200 persona bailaban festejaban halloween ritmo zaperoko pese prohibición mininter,2021-10-31,2
7812,"por desconfianza vacunas rusas cubanas , mile nicaragüenses cruzan honduras inocularse covid",2021-10-31,2
7848,italian entrepreneurs urge government to reopen tourism ...,2021-11-01,2
7839,man dy gored spanish bull-running festival,2021-11-01,2
7846,covid-19 compared deadly virus,2021-11-01,2
7845,over 70 murcia make flu jab appointment ...,2021-11-01,2
7844,el mundo supera cinco millones muertos coronavirus : `` estamos fracasando '',2021-11-01,0
7843,risk covid-19 death '32 time greater ' unvaccinated ...,2021-11-01,2
7842,travelling eu with nhs covid certificate : what brits ...,2021-11-01,2
7841,spain 's healthcare system recovery covid-19,2021-11-01,2
7840,spain prolongs entry ban against arrivals from third ...,2021-11-01,2
7847,spain : fight ebro delta – dw – 11/01/2021,2021-11-01,2
7838,"tumbas hileras interminables tierra recién removida , huella física muerte covid ciudad",2021-11-01,2
7836,el régimen chino encerró 30 mil persona disneyland shanghái tras caso positivo covid-19,2021-11-01,2
7835,el “ octubre negro ” covid rusia terminó día mil muertes 40.000 contagios,2021-11-01,2
7834,la respuesta inmune celular obtenida vacunas ...,2021-11-01,1
7833,el turismo argentino perdió 2020 3.000 millones ...,2021-11-01,2
7832,coronavirus argentina : registraron 1.138 nuevos ...,2021-11-01,0
7831,uruguay abrió fronteras hoy : cuáles requisitos ingresar,2021-11-01,2
7830,"después 18 me , argentina uruguay abren fronteras extranjeros",2021-11-01,1
7829,nuevas disposiciones ingreso país persona ...,2021-11-01,2
7837,la empresa minera detrás mayor inversión siglo argentina,2021-11-01,1
7861,lista : estos 100 rico españa 2021 | forbes,2021-11-02,2
7862,man gored to death during bull run in spain,2021-11-02,2
7863,facebook instagram 'allowing covid misinformation ...,2021-11-02,2
7860,what reason denied entry spain ?,2021-11-02,2
7865,trinidad official warn increase covid-19 case,2021-11-02,2
7866,uae defeat spain perfect start intercontinental beach soccer cup dubai,2021-11-02,2
7867,empowering hero : who work support strengthen ...,2021-11-02,2
7864,covid‐19 vaccine skin manifestation - bataille - 2022 ...,2021-11-02,2
7859,covid health pas longer required travel ...,2021-11-02,2
